ID	label	parent class	Equivalence axiom	Subclass axiom	definition	definition source	comment	Industry IDs	Exact Synonym	see also	created	contributor	curation status	image	term requested by	Curation notes
FOODON:02000071	beef shoulder clod arm roast	beef retail cut		'derives from' some 'beef shoulder clod'	The largest section of the shoulder clod that consist of the large muscle system of the thick end of the shoulder.	https://www.beefitswhatsfordinner.com/cuts/cut/2483/shoulder-clodheart	Commonly referred to as clod heart. Leave whole or cut into roasts, but remove large connective tissue to assist with tenderness.	IMPS/NAMP - 114E	clod heart|shoulder center|shoulder clod heart	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000072	beef shoulder clod arm roast (raw)	beef shoulder clod arm roast	'beef shoulder clod arm roast' and 'has quality' some 'raw'		A raw beef shoulder clod arm roast.							https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000073	beef shoulder steak	beef steak		'derives from' some 'beef shoulder clod arm roast'	A steak cut across the grain from the shoulder clod arm roast.	https://www.beefitswhatsfordinner.com/cuts/cut/2528/shoulder-steak		UPC - 1133	beef arm steak|beef arm chuck steak	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf		https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000074	beef shoulder steak (raw)	beef shoulder steak	'beef shoulder steak' and 'has quality' some 'raw'		A raw beef shoulder steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000075	beef shoulder roast	beef roast		'derives from' some 'beef shoulder clod'	A roast cut from the beef shoulder clod.	https://www.beefitswhatsfordinner.com/cuts/cut/44477/shoulder-roast		UPC - 1132	shoulder clod roast		2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000076	beef shoulder roast (raw)	beef shoulder roast	'beef shoulder roast' and 'has quality' some 'raw'		A raw beef shoulder roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000077	beef ranch steak	beef steak		'derives from' some 'beef shoulder clod arm roast'	A steak cut across the grain from the shoulder clod arm roast similar to the shoulder steak. Visible connective tissue and associated lean must be removed to qualify as a Ranch Steak.	https://www.beefitswhatsfordinner.com/cuts/cut/2500/ranch-steak		IMPS/NAMP - 1114E PSO 1		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000078	beef ranch steak (raw)	beef ranch steak	'beef ranch steak' and 'has quality' some 'raw'		A raw beef ranch steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000079	beef shoulder petite tender	beef muscle tissue cut		'derives from' some 'beef shoulder clod'	The smallest muscle of the beef shoulder clod that is shaped like the tenderloin, but is tender and more affordable.	https://www.beefitswhatsfordinner.com/cuts/cut/2501/shoulder-petite-tender		IMPS/NAMP - 114F|UPC - 1190	shoulder tender|chuck shoulder tender	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000080	beef shoulder petite tender (raw)	beef shoulder petite tender	'beef shoulder petite tender' and 'has quality' some 'raw'		A raw beef shoulder petite tender.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000081	beef shoulder petite tender medallion	beef muscle tissue cut		'derives from' some 'beef shoulder petite tender'	A small tender medallion cut from the beef shoulder petite tender.	https://www.beefitswhatsfordinner.com/cuts/cut/2603/shoulder-petite-tender-medallions	Whole shoulder petite tender is sliced end-to-end for portions or medallions.	IMPS/NAMP - 1114F|UPC - 1164	petite tender medallion|teres major medallions	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000082	beef shoulder petite tender medallion (raw)	beef shoulder petite tender medallion	'beef shoulder petite tender medallion' and 'has quality' some 'raw'		A raw beef shoulder petite tender medallion.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000083	beef top blade	beef retail cut		'derives from' some 'beef shoulder clod'	The second most tender muscle in the animal that is derived from the shoulder clod.  However, internal connective tissue should be removed to preserve that tenderness.	https://www.beefitswhatsfordinner.com/cuts/cut/44448/top-blade	However, internal connective tissue should be removed to preserve that tenderness.				2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000084	beef top blade (raw)	beef top blade	'beef top blade' and 'has quality' some 'raw'		A raw beef top blade cut.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000085	beef top blade steak	beef steak		'derives from' some 'beef top blade'	A beef steak cut that is end-to-end from the whole top blade.	https://www.beefitswhatsfordinner.com/cuts/cut/2758/top-blade-steak		IMPS/NAMP - 1114D|UPC - 1136, 1144	beef shoulder top blade steak	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000086	beef top blade steak (raw)	beef top blade steak	'beef top blade steak' and 'has quality' some 'raw'		A raw beef top blade steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000087	beef flat iron steak	beef steak		'derives from' some 'beef top blade'	A steak cut from the top blade, where the cutting method removes internal connective tissue from the whole Top Blade.	https://www.beefitswhatsfordinner.com/cuts/cut/2502/flat-iron-steak		IMPS/NAMP - 1114D PSO 1|UPC - 1166		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000088	beef flat iron steak (raw)	beef flat iron steak	'beef flat iron steak' and 'has quality' some 'raw'		A raw beef flat iron steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000089	beef chuck short rib	beef sub-primal cut		'derives from' some 'beef chuck'	A cut that is derived from the beef chuck and must include rib 2 through 5.	https://www.beefitswhatsfordinner.com/cuts/cut/2814/chuck-short-ribs	Can be offered bone-in and/or boneless	IMPS/NAMP - 130, 130A|UPC - 1124, 1127		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000090	beef chuck short rib (raw)	beef chuck short rib	'beef chuck short rib' and 'has quality' some 'raw'		A raw beef chuck short rib.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000091	beef chuck short rib (boneless)	beef chuck short rib		'derives from' some 'beef muscle tissue cut'	A cut from beef chuck short rib that is an individual muscle and is boneless.	https://www.beefitswhatsfordinner.com/cuts/cut/2609/chuck-short-ribs-boneless		IMPS/NAMP - 130A|UPC - 1127		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000092	beef chuck short rib (boneless, raw)	beef chuck short rib (boneless)	'beef chuck short rib (boneless)' and 'has quality' some 'raw'		A raw and boneless beef chuck short rib.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000093	beef square cut chuck	beef sub-primal cut		'derives from' some 'beef chuck'	A beef cut that is the portion of the forequarter after removal of the rib, shortplate, foreshank and brisket.	https://www.beefitswhatsfordinner.com/cuts/cut/2946/square-cut-chuck-primal		IMPS/NAMP - 113	chuck flat, chuck meat square	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000094	beef square cut chuck (raw)	beef square cut chuck	'beef square cut chuck' and 'has quality' some 'raw'		A raw beef square cut chuck.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000095	beef 7-bone chuck steak	beef steak		'derives from' some 'beef square cut chuck'	A beef steak cut that is identified by its 7-shaped bone. The 7-bone is made by cutting steaks across the scapula or blade bone.	https://www.beefitswhatsfordinner.com/cuts/cut/2448/7-bone-chuck-steak		UPC - 1035, 1042	7-bone steak	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000096	beef 7-bone chuck steak (raw)	beef 7-bone chuck steak	'beef 7-bone chuck steak' and 'has quality' some 'raw'		A raw beef 7-bone chuck steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000097	beef 7-bone chuck roast	beef roast		'derives from' some 'beef square cut chuck'	A beef roast cut that is identified by its 7-shaped bone. The 7-bone is made by cutting roasts across the scapula or blade bone.	https://www.beefitswhatsfordinner.com/cuts/cut/2478/7-bone-chuck-roast		UPC - 1033, 1034		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000098	beef 7-bone chuck roast (raw)	beef 7-bone chuck roast	'beef 7-bone chuck roast' and 'has quality' some 'raw'		A raw beef 7-bone chuck roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000099	beef blade chuck steak	beef steak		'derives from' some 'beef square cut chuck'	A steak cut from the flat bone portion of the blade that comes from ribs 4 through 5.	https://www.beefitswhatsfordinner.com/cuts/cut/2450/blade-chuck-steak		UPC - 1066, 1073	blade steak|boneless blade steak 1st cut	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000100	beef blade chuck steak (raw)	beef blade chuck steak	'beef blade chuck steak' and 'has quality' some 'raw'		A raw beef blade chuck steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000101	beef blade chuck roast	beef roast		'derives from' some 'beef square cut chuck'	A roast cut from the flat bone portion of the blade that comes from ribs 4 through 5.	https://www.beefitswhatsfordinner.com/cuts/cut/2480/blade-chuck-roast		UPC - 1064, 1065	chuck blade pot roast|chuck roast 1st cut|chuck roast blade cut	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000102	beef blade chuck roast (raw)	beef blade chuck roast	'beef blade chuck roast' and 'has quality' some 'raw'		A raw beef blade chuck roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000103	beef chuck roast	beef roast		'derives from' some 'beef square cut chuck'	A beef roast that comes from the center portion of the Chuck Roll.	https://www.beefitswhatsfordinner.com/cuts/cut/44487/chuck-roast	It can be called chuck center roast.	IMPS/NAMP - 1116D	beef center cut chuck roast|beef chuck center roast|beef chuck pot roast|beef pot roast	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000104	beef chuck roast (raw)	beef chuck roast	'beef chuck roast' and 'has quality' some 'raw'		A raw beef chuck roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000105	beef chuck steak	beef steak		'derives from' some 'beef square cut chuck'	A beef steak that comes from the center portion of the Chuck Roll.	https://www.beefitswhatsfordinner.com/cuts/cut/44490/chuck-steak	It can be called chuck center steak.	IMPS/NAMP - 1116D PSO1	chuck center steak	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000106	beef chuck steak (raw)	beef chuck steak	'beef chuck steak' and 'has quality' some 'raw'		A raw beef chuck steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000107	beef cross-rib roast	beef roast		'derives from' some 'beef square cut chuck'	A beef cut that is adjacent to the arm and includes ribs 2 through 5.	https://www.beefitswhatsfordinner.com/cuts/cut/2481/cross-rib-roast		UPC - 1081, 1082		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000108	beef cross-rib roast (raw)	beef cross-rib roast	'beef cross-rib roast' and 'has quality' some 'raw'		A raw beef cross-rib roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000109	beef chuck arm steak	beef steak		'derives from' some 'beef square cut chuck'	A steak cut from the arm bone (humerus) of the upper forelimb.	https://www.beefitswhatsfordinner.com/cuts/cut/2449/chuck-arm-steak		UPC - 1050, 1056		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000110	beef chuck arm steak (raw)	beef chuck arm steak	'beef chuck arm steak' and 'has quality' some 'raw'		A raw beef chuck arm steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-88666	ready for release			
FOODON:02000111	beef chuck arm roast	beef roast		'derives from' some 'beef square cut chuck'	A roast cut from the arm bone (humerus) of the upper forelimb.	https://www.beefitswhatsfordinner.com/cuts/cut/2879/chuck-arm-roast		UPC - 1048	chuck arm pot roast	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000112	beef chuck arm roast (raw)	beef chuck arm roast	'beef chuck arm roast' and 'has quality' some 'raw'		A raw beef chuck arm roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000113	beef chuck neck roast	beef roast		'derives from' some 'beef square cut chuck'	A beef cut that is derived from the anterior end of the untrimmed chuck roll.	https://www.beefitswhatsfordinner.com/cuts/cut/2813/chuck-neck-roast		IMPS/NAMP - 116I|UPC - 1120, 1121		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000114	beef chuck neck roast (raw)	beef chuck neck roast	'beef chuck neck roast' and 'has quality' some 'raw'		A raw beef chuck neck roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000115	beef chuck flap/edge roast	beef roast		'derives from' some 'beef square cut chuck'	A roast cut is made during fabrication to square off the chuck roll.	https://www.beefitswhatsfordinner.com/cuts/cut/44450/chuck-flapedge-roast		IMPS/NAMP - 116G PSO 1|UPC - 1092		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000116	beef chuck flap/edge roast (raw)	beef chuck flap/edge roast	'beef chuck flap/edge roast' and 'has quality' some 'raw'		A raw beef chuck flap/edge roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
	Beef primal cut- loin															
FOODON:00003301	beef loin	beef primal cut		'derives from' some 'beef carcass'	A beef primal cut that comes from the area below the backbone .	https://www.beefitswhatsfordinner.com/cuts/cut/44453/loin-primal	The area below the backbone is home to some of the most tender and popular cuts of beef, such as the Tenderloin, Strip Steak, T-Bone and Porterhouse Steaks. Loin cuts are exceptionally prepared on the grill or under a broiler.			https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866				
FOODON:02000117	beef loin (raw)	beef loin	'beef loin' and 'has quality' some 'raw'		A raw beef loin cut.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000118	beef short loin	beef sub-primal cut		'derives from' some 'beef loin'				IMPS/NAMP - 174			2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000119	beef short loin (raw)	beef short loin	'beef short loin' and 'has quality' some 'raw'		A raw beef short loin cut.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:00003305	beef porterhouse steak	beef steak		'derives from' some 'beef short loin'	A beef steak that is prepared from the beef short loin. The maximum width of the tenderloin must be atleast 1.25 inches (3.2cm) when measured parallel to the length of the backbone.	https://www.beefitswhatsfordinner.com/cuts/cut/2466/porterhouse-steak	Differentiated from the T-Bone steak by its larger Tenderloin muscle.	IMPS/NAMP - 1173|UPC - 1330	beef loin porterhouse steak bone in	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866				
FOODON:02000401	beef porterhouse steak (raw)	beef porterhouse steak	'beef porterhouse steak' and 'has quality' some 'raw'		A raw beef porterhouse steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:00003304	beef T-bone steak	beef steak		'derives from' some 'beef short loin'	A beef steak that is prepared from the beef short loin. The maximum width of the tenderloin must be at least 1/2 inch (13mm) when measured parallel to the length of the backbone.	https://www.beefitswhatsfordinner.com/cuts/cut/2772/t-bone-steak	The name originates from the characteristic T-shape of its bone.	IMPS/NAMP - 1174|UPC - 1369		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866				
FOODON:02000120	beef T-bone steak (raw)	beef T-bone steak	'beef T-bone steak' and 'has quality' some 'raw'		A raw beef T-bone steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000121	beef strip loin (bone-in)	beef retail cut		'derives from' some 'beef short loin'	A cut refers to the group of muscles that extends the length of the Top Loin adjacent to the spine bone and on top of the finger bone.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000122	beef strip loin (bone-in, raw)	beef strip loin (bone-in)	'beef strip loin (bone-in)' and 'has quality' some 'raw'		A raw beef strip loin that contains bone.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			also add for wagyu beef
FOODON:02000123	beef strip loin (boneless)	beef sub-primal cut		'derives from' some 'beef loin'	A group of muscles that extends the length of the top loin adjacent to the spine bone and on top of the finger bone.			IMPS/NAMP - 180|UPC - 1286, 1288, 1290, 1292		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000124	beef strip loin (boneless, raw)	beef strip loin (boneless)	'beef strip loin (boneless)' and 'has quality' some 'raw'		A raw and boneless beef strip loin.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000125	beef strip roast (boneless)	beef roast		'derives from' some 'beef strip loin (boneless)'	A roast cut that comes from boneless beef strip loin.	https://www.beefitswhatsfordinner.com/cuts/cut/2590/strip-roast		UPC - 1396, 1397	beef top loin roast (boneless)		2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000126	beef strip roast (boneless, raw)	beef strip roast (boneless)	'beef strip roast (boneless)' and 'has quality' some 'raw'		A raw beef strip roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000127	beef strip steak (boneless)	beef steak		'derives from' some 'beef strip loin (boneless)'	A cut that comes from the top loin or strip loin into uniform steak.	https://www.beefitswhatsfordinner.com/cuts/cut/2882/strip-steak-boneless		IMPS/NAMP - 1180 UPC - 1404	beef top loin steak (boneless)		2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000128	beef strip steak (boneless, raw)	beef strip steak (boneless)	'beef strip steak (boneless)' and 'has quality' some 'raw'		A raw and boneless beef strip steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000129	beef strip steak (bone-in)	beef steak		'derives from' some 'beef short loin'	A beef strip steak that contains bone material.				beef top loin steak (bone in)		2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000130	beef strip steak (bone-in, raw)	beef strip steak (bone-in)	'beef strip steak (bone-in)' and 'has quality' some 'raw'		A raw beef strip steak that contains bone material.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000131	beef strip petite roast	beef roast		'derives from' some 'beef strip loin (boneless)'	A smaller roasting option than Strip Roast.		Cut by removing the vein end and splitting the Strip Loin in half, lengthwise.		beef strip petite roast (boneless)		2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000132	beef strip petite roast (raw)	beef strip petite roast	'beef strip petite roast' and 'has quality' some 'raw'		A raw beef strip petite roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000133	beef strip fillet	beef retail cut		'derives from' some 'beef strip loin (boneless)'	A thick cut but smaller diameter than beef strip steak.	https://www.beefitswhatsfordinner.com/cuts/cut/2474/strip-filet	Commonly cut 1 to 1¼ inch thick.	IMPS/NAMP - 1180B|UPC - 1322			2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000134	beef strip fillet (raw)	beef strip fillet	'beef strip fillet' and 'has quality' some 'raw'		A raw beef strip fillet.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000402	beef tenderloin (raw)	beef tenderloin	'beef tenderloin' and 'has quality' some 'raw'		A raw beef tenderloin.											
FOODON:02000135	beef tenderloin (bone-in)	beef sub-primal cut		'derives from' some 'beef loin'	A meat cut that is an inside muscle of the beef loin.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000136	beef tenderloin (bone-in, raw)	beef tenderloin (bone-in)	'beef tenderloin (bone-in)' and 'has quality' some 'raw'		A raw beef tenderloin that contains bone material.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000137	beef tenderloin steak (bone-in)	beef steak	'beef steak' and 'derives from' some 'beef tenderloin (bone-in)'		A raw beef tenderloin steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000138	beef tenderloin steak (bone-in, raw)	beef tenderloin steak	'beef tenderloin steak (bone-in)' and 'has quality' some 'raw'		A raw beef tenderloin steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			also add for wagyu beef
FOODON:02000139	beef tenderloin (boneless)	beef sub-primal cut		'derives from' some 'beef loin'	A cut that is a long, narrow, and lean muscle located within the loin, and is the most tender cut of beef.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000140	beef tenderloin (boneless, raw)	beef tenderloin (boneless)	'beef tenderloin (boneless)' and 'has quality' some 'raw'		A raw and boneless beef tenderloin.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000141	beef tenderloin roast	beef roast	'beef roast' and 'derives from' some 'beef tenderloin (boneless)'		A roast cut from the larger tenderloin.				beef filet mignon roast|chateaubriand tenderloin roast|boneless beef tenderloin roast		2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			also add for wagyu beef
FOODON:02000142	beef tenderloin roast (raw)	beef tenderloin roast	'beef tenderloin roast' and 'has quality' some 'raw'		A raw beef tenderloin roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			also add for wagyu beef
FOODON:02000143	beef tenderloin steak	beef steak	'beef steak' and 'derives from' some 'beef tenderloin (boneless)'		A boneless steak cut from the tenderloin.				filet mignon steak		2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000144	beef tenderloin steak (raw)	beef tenderloin steak 	'beef tenderloin steak' and 'has quality' some 'raw'		A raw beef tenderloin steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
	Beef Primal cut- Sirloin															
FOODON:02000145	beef sirloin	beef primal cut		'derives from' some 'beef carcass'	A beef primal cut that is contained within the larger cut 'beef loin'. It is located between the short loin and the round and includes the hip section and ends at the socket of the pelvis.	https://www.beefitswhatsfordinner.com/cuts/cut/2948/sirloin-primal	Further separated into the Top and Bottom Sirloin Butts.	IMPS/NAMP - 181		https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000146	beef sirloin (raw)	beef sirloin	'beef sirloin' and 'has quality' some 'raw'		A raw beef sirloin cut.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000147	beef top sirloin butt	beef sub-primal cut		'derives from' some 'beef sirloin'	A beef cut that is located behind the beef short loin on the top back end of the animal.	https://www.beefitswhatsfordinner.com/cuts/cut/44454/top-sirloin-butt	The name originates from its anatomical location on the “Top” (dorsal) of the Sirloin.		top sirloin  butt		2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000148	beef top sirloin butt (raw)	beef top sirloin butt	'beef top sirloin butt' and 'has quality' some 'raw'		A raw beef top sirloin butt.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000149	beef top sirloin steak	beef steak	'beef steak' and 'derives from' some 'beef top sirloin butt'		A steak cut from the beef top sirloin butt that is flavourful and juicy.	https://www.beefitswhatsfordinner.com/cuts/cut/2775/top-sirloin-steak	The name originates from its anatomical location on the “Top” (dorsal) of the Sirloin.	IMPS/NAMP - 1184	boneless top sirloin steak|top sirloin butt steak, boneless|top sirloin center-cut steak|top sirloin steak boneless cap off|top sirloin steak cap off	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000150	beef top sirloin steak (raw)	beef top sirloin steak	'beef top sirloin steak' and 'has quality' some 'raw'		A raw beef top sirloin steak.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000151	beef top sirloin roast	beef roast		'derives from' some 'beef top sirloin butt'	A roast cut from the beef top sirloin.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000152	beef top sirloin roast (raw)	beef top sirloin roast	'beef top sirloin roast' and 'has quality' some 'raw'		A raw beef top sirloin roast.						2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
FOODON:02000153	beef top sirloin petite roast	beef roast		'derives from' some 'beef top sirloin butt'	A roast cut that is a smaller version of the larger {animal top sirloin roast	https://www.beefitswhatsfordinner.com/cuts/cut/2556/top-sirloin-petite-roast	Roasts are called “Petite” due to their smaller size.	UPC - 1321	top sirloin petite roast, boneless	https://www.ams.usda.gov/sites/default/files/media/IMPS100SeriesDraft2020.pdf	2023-08-01T21:30:23Z	https://orcid.org/0000-0001-5275-8866	ready for release			
